"name";"url";"category";"location";"description"
"NoTikum";"http://www.notikum.com/";"marketing services";"Inno. Center1003 Bukit Merah Central#07-17Singapore 159836";"NoTikum is a location based application that helps you find offers that are already available on credit cards that you own. It acts as your shopping concierge by remembering your cards and only showing offers that are available on those cards."
"notteco";"http://www.notteco.jp";"mobility";"N/A";"Ride-share service based in Japan."
"Nova Labs";"http://www.nova-labs.org/blog/";"diy";"11409-F Sunset Hills Rd. Reston, VA 20190";"A maker space in Reston, VA."
"Novawind";"http://www.novawind.com/";"business &amp; innovation";"N/A";"N/A"
"Noveda";"http://www.noveda.com/";"technology &amp; data";"3434 Route 22 West, Suite #110  , Branchburg 08876, NJ, united_states";"Noveda Technologies is an award-winning leader in real-time, web-based energy and water monitoring."
"Novotorium";"http://novotorium.com/";"business &amp; innovation";"N/A";"N/A"
"Noyes-Works";"http://www.noyes-works.com";"business &amp; innovation";"150 Clipper Street , San Francisco 94114, CA, united_states";"Many small organizations waste much time and resources sourcing contractors due to lack of labor to manage proposals and contractor’s deliverables. Noyes-Works solves this problem by having a ready team of contractors that assistwith anything from IT Services to French translation; Graphic Design to Research and Evaluation. Noyes-Works’ ability to build and leverage networks will save organizations time and moneyby having talent at the ready and a Project Director to create seamless deliverables."
"NRDC";"http://www.nrdc.org/";"education";"40 West 20th Street   , New York 10011, NY, United States";"NRDC is the nation's most effective environmental action group, combining the netroots power of 1.3 million members and online activists with the courtroom clout and expertise of more than 350 lawyers, scientists and other professionals."
"Nubarter";"http://www.nubarter.com";"finance &amp; economics";"N/A";"Community of businesses that barter goods and services."
"NuFlick";"http://nuflick.com/";"entertainment";"N/A";"N/A"
"numericcodes";"http://www.numericcodes.net/";"N/A";"N/A";"N/A"
"Nuride";"http://www.nuride.com";"mobility";"N/A";"Users track their savings and earn rewards for carpooling, biking, walking, telecommuting, or using public transportation."
"Nuroa";"http://www.nuroa.com/";"real estate";"Carrer de Casp 33B - 4º 2ª  , Barcelona 08010, spain";"Nuroa is a search engine for homes for sale, for rent and to share that helps users to find the best deals present in the market."
"Nuziq";"http://www.nuziq.com/beta-signup/index.php";"entertainment";"N/A";"N/A"
"Nvolved, Inc.";"http://www.nvolved.com";"education";"2911 Sandy Ridge Drive , Two Rivers 54241, WI, united_states";"Nvolved, Inc. operates GetNvolved, and online program that helps high school students find volunteer opportunities and work experiences that benefit their educational curricula.  It is a shared tool that provides an easy way to record, verify, and report on student activites.  GetNvolved is especially valuable to schools that have work based learning programs or a volunteer requirement for graduation."
"NWEN";"http://www.nwen.org/";"business &amp; innovation";"N/A";"N/A"
"NY Tech Day";"http://nytechday.com/";"business &amp; innovation";"N/A";"N/A"
"NYC Acre";"http://www.nycacre.com/";"business &amp; innovation";"160 Varick Street, New York, NY 10013";"All tenants must have a focus on alternative energy and clean technology, or a product or service offering that has a clear linkage to a more sustainable urban environment. Company sectors include, but are not limited to: energy transmission and distribution; energy storage; waste to energy; smart grid; building systems; lighting; advanced metering infrastructure; energy management; efficiency products and services; sustainable architecture and design; transportation and power systems; water management; green roofs; urban food systems; energy/environmental markets and financial services."
"NYC BigApps";"http://www.nycbigapps.com";"technology &amp; data";"N/A";"Developers compete to design the best applications for delivering information from the City of New Yorkâ€™s NYC.gov Data Mine to users."
"NYC Dev Shop, LLC";"http://nycdevshop.com/";"business &amp; innovation";"N/A";"N/A"
"NYC DOT Pop-up Cafes";"http://www.nyc.gov/html/dot/html/sidewalks/popupcafe.shtml";"real estate";"5 Water Street , New York City 10041, New York, United States";"Pop-up CafÃ©s provide outdoor public seating in the curb lane during the warm months and promote local businesses. Such cafÃ©s are popular in Europe, where narrow sidewalks prevent sidewalk cafÃ©s, and have recently been established in California and Canada."
"NYC Production &amp; Post News";"http://www.nycppnews.com";"business &amp; innovation";"New York, NY, United States";"NYC Production &amp; Post News offers daily coverage on trends and news for media creatives in the New York City region, with an emphasis on those involved in content creation for film, video, and digital media.NYC Production &amp; Post News plans to implement self-reported community news, ""on demand"" reportage, and other projects freely open to the NYC media community."
"NYC Resistor";"http://www.nycresistor.com/";"technology &amp; data";"N/A";"N/A"
"NYC Rooftop Farm Initiative";"http://nycrooftopfarms.org";"farming &amp; gardening";"New York, New York, United States";"The NYC Rooftop Farm Initiative aims to transform New York Cityâ€™s thousands of unused rooftops into a decentralized not-for-profit, organic urban farm that will one day have the capacity to feed, educate and unite communities across our City."
"NYC Startup Mixers";"http://www.startupmixers.com/";"business &amp; innovation";"N/A";"Startup Mixers is a unique blend of entrepreneurs, investors, students &amp; technologists coming together for monthly networking events like happy hours, seminars, product launches, job fairs &amp; more."
"NYCLeaves";"http://nycleaves.org";"farming &amp; gardening";"New York, New York, United States";"A volunteer-run, neighborhood-based coalition of gardeners and greening partners who are harvesting residential leaves for compost this fall."
"NYCxDESIGN";"http://nycxdesign.com/";"business &amp; innovation";"N/A";"N/A"
"O'Reilly";"http://oreilly.com/";"education";"1005 Gravenstein Highway North Sebastopol, CA 95472";"Since 1978, O'Reilly has been a chronicler and catalyst of leading-edge development, homing in on the technology trends that really matter and galvanizing their adoption by amplifying ""faint signals"" from the alpha geeks who are creating the future. An active participant in the technology community, the company has a long history of advocacy, meme-making, and evangelism."
"O2 Global Network";"http://www.o2.org";"government";"N/A";"O2 Global Network is an informal network for anybody interested in sustainable design. Network members are involved in industrial design, architecture, styling, graphic design, fashion, innovation and the arts. Included as well are people from academies, universities, public authorities, private companies, NGOs and knowledge centers."
